Aachen,154148.093383999
Aachener,4870.02743900006
Aachener,33640.4605999943
Aadorf,9388.00
Aal,7373.74060499999
Aalborg,4340.00
Aale,4482.528036
Aalen,19119.3056179993
Aamodt,4434.34158900001
Aar,9187.45875799998
Aarau,33665.3235310002
Aare,4807.82693399998
Aargau,41781.00
Aargauer,5222.42304800006
Aargauer,15448.2181459989
Aarhus,6527.67141999992
Aaron,29696.00
Aas,4493.512668
Ab,808774.713618178
ab,4232885.50921985
ab,384682.643977006
Ab,27734.2099579926
ab,2622385.54525897
AB,21344.0646849998
Ab,100612.714268611
ab-,7824.00
Ab-,6219.00
abändern,4896.82178400002
Abänderung,4930.00
abarbeiten,8794.66905899968
ABB,33463.0763169993
Abb.,25043.00
Abba,9062.80776699986
Abbado,10612.4357079995
Abbas,55266.00
Abbau,175586.00
abbauen,53817.3773509819
Abbaus,6160.00
abbaut,4485.00
Abbé,4617.79912299997
abbekommen,6180.30486899987
abberufen,6368.74924599999
Abberufung,9673.00
Abbey,14094.5876579997
abbiegen,17137.5922679995
Abbiegen,11166.42212
Abbild,22569.00
abbilden,12775.8356659993
abbildet,7523.00
Abbildung,60337.00
Abbildungen,45235.00
Abbitte,3806.824442
Abbott,8321.53164299977
abbrach,6984.00
abbrechen,26205.2168299984
abbremsen,6458.46223499987
Abbrennen,4741.595675
abbricht,4509.00
abbringen,12479.7915819995
Abbruch,88796.00
Abbrucharbeiten,4573.00
abc,9572.13055000112
abc,5597.11642800018
ABC,39344.6833709998
Abc-Schützen,4488.00
Abchasien,14196.00
Abd,11039.88845
Abdallah,9646.00
Abdankung,24676.00
abdecken,23802.1655019966
abdeckt,10236.00
Abdeckung,13838.00
Abdel,12861.00
Abderhalden,9635.08404499963
Abdichtung,4902.00
Abdruck,15843.00
Abdrücke,4423.436197
Abdul,20481.00
Abdullah,39768.00
Abe,12978.218597
Abeba,11003.0134270004
Abel,30824.00
Abend,24564.0027029916
Abend,1150436.11130214
abend,256608.00
Abend-,4980.00
Abendakademie,7273.00
abendblatt,4574.12904500025
Abendblatt,19209.00
Abendbrot,5157.00
Abenddämmerung,5434.00
Abende,40189.311854
Abenden,34548.086049
Abendessen,53341.7301919998
abendfüllenden,4314.00
Abendgebet,4723.818893
Abendgottesdienst,3854.00
Abendhimmel,5234.00
Abendkassa,4256.00
Abendkasse,72858.00
Abendkleid,5999.00
Abendland,9569.00
Abendlandes,8788.00
abendländische,4032.00
abendländischen,10072.00
abendliche,9732.00
abendlichen,20209.00
Abendmahl,35306.00
Abendmesse,7027.00
Abendmusik,4870.00
Abendprogramm,8143.00
Abendrot,4292.512184
Abends,25025.1186870003
Abends,166838.651250007
abends,160634.00
Abendsonne,5282.00
Abendstunden,26422.00
Abendunterhaltung,4197.00
Abendveranstaltung,4265.00
Abendzeitung,8107.00
Abensberg,4008.00
Abenteuer,163859.00
Abenteuerfilm,6441.00
abenteuerlich,12860.00
abenteuerliche,16870.00
abenteuerlichen,13753.00
Abenteuerlust,4754.00
Abenteuern,12371.00
Abenteuerspielplatz,7830.00
Abenteurer,20430.00
aber,5511124.14931146
Aber,2799249.22410233
Aber,1653128.24703934
aber,12888891.2562433
Aberdeen,9945.00
Aberglaube,7596.00
Aberglauben,8496.00
aberkannt,21347.00
Aberkennung,9550.00
abermals,86083.00
Abermals,5946.00
abfahren,7553.72648599973
Abfahrer,5455.00
Abfahrt,184471.40348812
Abfahrt,13054.5965120089
Abfahrten,17938.445565
Abfahrtszeiten,7282.00
Abfall,61215.00
Abfallbeseitigung,4462.00
Abfälle,42276.1882029998
abfallen,4808.03410100005
Abfällen,13611.00
abfallende,4017.00
abfallenden,7283.00
Abfallentsorgung,9499.00
abfällig,5884.00
Abfalls,4761.00
abfällt,6346.00
Abfallwirtschaft,19431.4745960001
Abfallwirtschaftsbetrieb,4113.00
abfangen,6940.5819019999
Abfangjäger,4740.00
Abfassung,5023.00
abfedern,4348.17708800009
Abfertigung,10532.00
abfinden,23509.4808770017
Abfindung,25764.00
Abfindungen,12791.766372
abfließen,5782.26508999984
Abflug,23358.00
Abfluss,15161.00
Abfolge,23744.00
Abfrage,6438.36259
abfragen,5245.96615399991
Abfuhr,21738.3572359998
abführen,9851.29300899913
Abg.,182476.287315857
Abg.,16328.0724000087
Abg.,159419.860658724
Abg.,120084.997991094
abgab,16008.00
Abgabe,75935.00
Abgaben,57012.545272
abgaben,6080.00
Abgabenlast,3931.00
Abgang,82768.00
Abgänge,29102.00
Abgängen,7038.016955
Abgänger,4427.00
abgängig,3961.00
Abgase,15081.00
Abgasen,5819.00
abgeändert,14625.00
abgearbeitet,19563.00
abgebaut,132163.00
abgeben,5962.0139869999
abgeben,180148.510179868
abgebildet,50609.00
abgebildete,8879.00
abgebildeten,11012.00
abgeblasen,6388.00
abgeblitzt,4686.00
abgeblockt,6027.00
abgebogen,3806.00
abgebrannt,18015.00
abgebrannte,4354.00
abgebrannten,7910.00
abgebremst,5810.00
abgebrochen,105385.00
abgebrochene,6442.00
abgebrochenen,10884.00
abgebucht,5402.00
abgedeckt,49139.00
abgedichtet,6915.00
abgedrängt,6246.00
abgedreht,10301.00
abgedruckt,26587.00
abgedruckten,4454.00
abgedunkelten,4678.00
abgefahren,17103.955573999
abgefallen,4843.20679000004
abgefälscht,4072.04878199999
abgefälschten,5663.00
abgefangen,14438.00
abgefasst,4296.58595999999
abgefedert,5022.00
abgefertigt,10466.00
abgefeuert,19741.00
abgeflacht,4918.35778300004
abgefragt,16484.00
abgeführt,18960.00
abgefüllt,9778.00
abgefunden,15276.00
abgegangen,6552.00
abgegeben,196739.00
abgegebene,6553.00
abgegebenen,25419.00
abgeglichen,5826.53149900011
abgegolten,10057.00
abgegrenzt,14125.00
abgehakt,24379.00
abgehalten,80824.00
abgehaltenen,7085.00
abgehandelt,20158.00
abgehängt,14665.00
abgehauen,4693.00
abgehen,9084.57981599958
abgehoben,15038.3868819993
abgeholt,63846.00
abgeholzt,7009.00
abgehört,12073.00
abgeht,12374.00
abgekauft,8092.00
abgeklärt,20673.00
Abgeklärtheit,4403.00
abgekommen,23861.00
abgekoppelt,8918.00
abgekühlt,9499.00
abgekupfert,4154.00
abgekürzt,21346.00
abgeladen,6965.00
abgelagert,8813.00
abgelassen,8245.00
abgelaufen,54291.00
abgelaufene,17056.00
abgelaufenen,62940.00
abgelegen,4105.00
abgelegene,7440.00
abgelegenen,22185.00
abgelegt,67178.00
abgelegten,4225.00
Abgelehnt,6049.47339499976
abgelehnt,358042.00
abgelehnte,8993.00
abgelehnten,9317.00
abgeleitet,55972.00
abgeleitete,6020.14676699995
abgeleiteten,5208.19799599997
abgelenkt,16174.00
abgelesen,7553.00
abgelichtet,5765.00
abgeliefert,27422.00
abgelöst,91674.00
Abgeltung,7989.00
Abgeltungssteuer,6616.00
Abgeltungsteuer,4511.509335
abgemacht,3959.44011599996
abgemagert,4283.00
abgemahnt,4067.00
abgemeldet,13062.00
abgemildert,5173.00
abgeneigt,11999.00
abgenommen,79054.00
abgeordnet,4273.00
Abgeordnete,33382.750430986
Abgeordnete,290616.051585912
Abgeordneten,505948.189415143
Abgeordneten,111785.45692508
Abgeordnetenhaus,55672.00
Abgeordnetenhauses,21155.00
Abgeordnetenhauswahl,5382.00
Abgeordnetenkammer,9339.00
Abgeordneter,5766.46816700066
Abgeordneter,55245.1071310079
Abgeordneter,137651.064555938
abgepumpt,4539.00
abgeraten,9252.66136599971
abgeräumt,10612.00
abgerechnet,25748.00
abgereist,8255.00
abgeriegelt,12411.00
abgerissen,111553.00
abgerissene,4997.00
abgerissenen,7873.00
abgerückt,8682.00
Abgerufen,51708.6107920795
Abgerufen,48036.994747927
abgerufen,344747.00
Abgerundet,9531.55906199949
abgerundet,14964.00
abgerundeten,4104.00
abgerungen,5592.00
abgerutscht,13139.00
abgesackt,5583.00
abgesagt,124284.00
abgesägt,3884.00
Abgesandte,3955.76200000002
Abgesandten,4652.83686499997
Abgesang,7321.00
abgesaugt,3937.00
abgeschafft,92346.00
abgeschaltet,36874.00
abgeschaut,4925.53956200006
abgeschickt,5922.00
abgeschieden,3882.00
Abgeschiedenheit,10403.00
abgeschirmt,11059.00
abgeschlagen,7775.8649899998
abgeschlagen,14451.0740789992
abgeschlagenen,4683.00
abgeschleppt,12966.00
Abgeschlossen,5955.08642600028
abgeschlossen,466546.00
abgeschlossene,28169.00
abgeschlossenen,37508.00
abgeschlossener,6641.2501699999
abgeschlossenes,5777.00
abgeschmettert,7516.00
abgeschnitten,56732.00
abgeschoben,42050.00
abgeschöpft,4492.00
abgeschossen,23227.00
abgeschottet,7007.00
abgeschotteten,4014.00
abgeschreckt,10291.00
abgeschrieben,41159.00
abgeschwächt,15098.00
abgesegnet,27760.00
Abgesehen,62471.0811039893
abgesehen,24069.8851469936
Abgesehen,20395.8616659995
abgesehen,155273.174028044
abgesenkt,15783.00
abgesessen,7268.00
abgesetzt,81201.00
abgesetzte,4459.00
abgesetzten,7434.00
abgesichert,47211.00
abgesicherte,4703.00
abgesicherten,4536.00
abgespalten,7691.00
abgespeckt,5850.92227300008
abgespeckte,5535.00
abgespeichert,3809.48620699999
abgespeist,4875.00
abgesperrt,16600.00
abgesperrten,4563.00
abgespielt,23429.00
abgesprochen,36869.00
abgesprungen,8065.00
abgestattet,4316.46645000011
abgesteckt,9620.00
abgestellt,67026.00
abgestellte,6477.00
abgestellten,19528.00
abgestempelt,9858.00
abgestiegen,20980.00
abgestimmt,114924.00
abgestimmte,14927.00
abgestimmten,12682.00
abgestimmtes,6035.00
abgestoßen,7992.00
abgestraft,6752.13975400022
abgestritten,5957.00
abgestuft,3944.88123100001
abgestürzt,29319.00
abgestürzten,5696.00
abgestützt,6065.75633400008
abgesucht,5442.23959900009
abgetan,16958.00
abgetaucht,5726.00
abgetragen,26757.5029949972
abgetrennt,27472.00
abgetrennte,3971.00
abgetrennten,7066.00
abgetreten,16132.00
abgetrieben,5469.00
abgewählt,17328.00
abgewälzt,5513.00
abgewandert,6223.00
abgewandt,6611.00
abgewartet,18597.00
abgewehrt,14516.00
abgewendet,22461.00
abgewertet,6978.00
abgewichen,8098.00
abgewickelt,51459.00
abgewiesen,51065.00
abgewinnen,19714.7314759993
abgewogen,9584.6836590002
abgeworben,5160.00
abgeworfen,12986.00
abgewunken,3819.00
abgewürgt,4236.00
abgezeichnet,13802.00
abgezockt,3808.57368299998
abgezogen,57069.00
abgezweigt,7807.00
abgibt,24114.00
Abgleich,8277.00
abgrenzen,10741.0217179997
Abgrenzung,71953.00
Abgrenzungen,5687.00
Abgrund,41861.00
Abgründe,19396.00
Abgründen,4194.00
Abgrunds,4099.00
abhaken,8388.99448900002
abhält,8438.00
abhalten,50358.3027799897
Abhaltung,6980.00
abhandeln,4956.135699
abhanden,30234.00
Abhandlung,23367.00
Abhandlungen,19843.00
Abhang,8277.00
abhängen,5191.8176120004
abhängen,32825.0636349938
abhängig,187944.00
Abhängig,7469.00
abhängige,7561.00
Abhängigen,4458.88602900001
abhängigen,8986.00
Abhängigkeit,86290.00
Abhängigkeiten,12913.00
abhängt,29211.00
Abheben,6662.617094
abheben,21101.6106099984
abhebt,15051.00
abhielt,6159.00
Abhilfe,46583.00
abhob,3912.00
abholen,5493.84105100011
Abholen,4908.104468
abholen,35486.1182179975
abholt,4566.00
Abholung,9637.00
Abholzung,6985.00
Abhören,7800.64256699999
Abi,13862.502164
Abidjan,6665.45826999983
Abitur,157126.00
Abiturient,5917.927166
Abiturienten,33740.00
Abiturientin,4469.00
Abiturs,3781.00
abkam,6569.00
abkaufen,7399.30216299981
Abkehr,34464.00
abklären,7343.19385399971
Abklärung,8885.00
Abklärungen,18886.630055
abkommandiert,6413.16099200003
Abkommen,164088.235180002
Abkommens,27763.467025
abkühlen,6119.09148099999
Abkühlen,3974.744813
Abkühlung,28083.00
Abkürzung,85171.00
Abkürzungen,23984.00
Ablage,5576.00
Ablagerung,5187.00
Ablagerungen,13695.00
ablassen,5180.52726300001
Ablauf,167443.00
Abläufe,36732.00
ablaufen,26864.1328779968
Abläufen,6819.887634
ablaufenden,5871.00
abläuft,24951.00
Ableben,14939.349734
Ablegen,5164.794853
ablegen,4813.8006839996
ablegen,34492.9708139943
Ableger,26133.00
ablegt,6108.00
ablegte,11310.00
ablehne,6962.00
ablehnen,8766.86524700266
ablehnen,66359.9197139756
ablehnend,16552.00
ablehnende,15027.00
ablehnenden,9920.00
ablehnt,35433.00
ablehnte,24414.00
ablehnten,10656.00
Ablehnung,172724.00
ableisten,4700.7408699999
ableiten,4628.72565999976
ableiten,26716.0585589977
ableitet,9651.00
Ableitung,20000.00
Ableitungen,6323.642413
ablenken,19451.2929669988
Ablenkung,15817.00
Ablenkungsmanöver,8237.00
ablesbar,5507.00
ablesen,5123.18352200003
ablesen,30765.7287459972
ablichten,6967.98673399992
ablief,6825.00
abliefern,15969.3017619981
ablieferte,4855.00
Ablöse,25034.6363279999
ablösefrei,11301.00
ablösen,5026.89664700015
ablösen,27304.6430359998
Ablösesumme,19574.00
ablöst,6374.00
ablöste,10019.00
Ablösung,37798.00
ABM,11581.7325579995
Abmachung,9563.00
Abmachungen,9238.00
Abmahnung,10947.00
Abmahnungen,4577.00
Abmarsch,9767.00
Abmeldung,3991.00
Abmeldungen,4250.93111
Abmessungen,13607.812572
abmontiert,9304.56460700022
ABN,6014.44141600005
abnahm,7133.00
Abnahme,37411.00
Abnehmen,9420.95926900002
abnehmen,4971.80615099981
abnehmen,38933.8698869953
abnehmende,5920.00
abnehmenden,5530.00
Abnehmer,36373.00
Abnehmern,5498.00
Abneigung,24685.00
abnimmt,19548.00
Abnutzung,4292.00
Abo,14183.5592929999
Abonnement,10545.00
Abonnements,5060.00
Abonnenten,22905.00
abonniert,5659.86231899986
Abordnung,19906.00
Abordnungen,7726.00
